"","name","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","minute"
"2278","Stephen Curry","Golden State Warriors","12/10/16",2016,1,8,18,"missed shot","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",-53,252,4
"2279","Stephen Curry","Golden State Warriors","12/10/16",2016,3,1,33,"made shot","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",137,214,35
"2280","Stephen Curry","Golden State Warriors","12/10/16",2016,3,0,36,"missed shot","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",-106,234,36
"2281","Stephen Curry","Golden State Warriors","3/20/17",2016,3,9,42,"missed shot","Jump Shot","3PT Field Goal",26,"Oklahoma City Thunder",150,213,27
"2282","Stephen Curry","Golden State Warriors","3/20/17",2016,1,9,13,"missed shot","Jump Shot","2PT Field Goal",15,"Oklahoma City Thunder",-91,126,3
"2283","Stephen Curry","Golden State Warriors","3/20/17",2016,2,0,0,"made shot","Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",110,224,24
"2284","Stephen Curry","Golden State Warriors","3/20/17",2016,3,6,8,"made shot","Jump Shot","3PT Field Goal",23,"Oklahoma City Thunder",-9,239,30
"2285","Stephen Curry","Golden State Warriors","1/16/17",2016,3,2,48,"missed shot","Jump Shot","2PT Field Goal",16,"Cleveland Cavaliers",96,136,34
"2286","Stephen Curry","Golden State Warriors","1/16/17",2016,1,8,30,"missed shot","Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",-201,154,4
"2287","Stephen Curry","Golden State Warriors","1/16/17",2016,3,1,28,"missed shot","Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",195,165,35
"2288","Stephen Curry","Golden State Warriors","1/16/17",2016,3,0,10,"missed shot","Jump Shot","2PT Field Goal",3,"Cleveland Cavaliers",22,26,36
"2289","Stephen Curry","Golden State Warriors","12/17/16",2016,1,4,8,"missed shot","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",-220,139,8
"2290","Stephen Curry","Golden State Warriors","12/17/16",2016,1,7,37,"made shot","Jump Shot","3PT Field Goal",23,"Portland Trail Blazers",223,87,5
"2291","Stephen Curry","Golden State Warriors","11/19/16",2016,2,6,2,"missed shot","Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",-148,210,18
"2292","Stephen Curry","Golden State Warriors","11/19/16",2016,1,6,30,"missed shot","Jump Shot","3PT Field Goal",26,"Milwaukee Bucks",-197,178,6
"2293","Stephen Curry","Golden State Warriors","11/19/16",2016,4,5,14,"missed shot","Jump Shot","3PT Field Goal",27,"Milwaukee Bucks",-30,269,43
"2294","Stephen Curry","Golden State Warriors","11/19/16",2016,3,2,16,"missed shot","Jump Shot","2PT Field Goal",9,"Milwaukee Bucks",45,82,34
"2295","Stephen Curry","Golden State Warriors","11/19/16",2016,4,1,14,"missed shot","Jump Shot","3PT Field Goal",27,"Milwaukee Bucks",-9,272,47
"2296","Stephen Curry","Golden State Warriors","11/19/16",2016,4,6,3,"missed shot","Jump Shot","3PT Field Goal",26,"Milwaukee Bucks",-202,178,42
"2297","Stephen Curry","Golden State Warriors","11/19/16",2016,3,3,13,"made shot","Jump Shot","2PT Field Goal",21,"Milwaukee Bucks",-212,-11,33
"2298","Stephen Curry","Golden State Warriors","11/19/16",2016,2,1,33,"made shot","Jump Shot","3PT Field Goal",23,"Milwaukee Bucks",230,41,23
"2299","Stephen Curry","Golden State Warriors","11/19/16",2016,1,11,21,"missed shot","Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",79,244,1
"2300","Stephen Curry","Golden State Warriors","11/19/16",2016,3,9,25,"missed shot","Jump Shot","3PT Field Goal",28,"Milwaukee Bucks",14,288,27
"2301","Stephen Curry","Golden State Warriors","12/17/16",2016,2,5,9,"missed shot","Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",-6,247,19
"2302","Stephen Curry","Golden State Warriors","1/16/17",2016,3,9,32,"missed shot","Jump Shot","2PT Field Goal",19,"Cleveland Cavaliers",130,139,27
"2303","Stephen Curry","Golden State Warriors","1/16/17",2016,3,8,10,"missed shot","Jump Shot","2PT Field Goal",3,"Cleveland Cavaliers",17,26,28
"2304","Stephen Curry","Golden State Warriors","1/16/17",2016,1,10,56,"missed shot","Jump Shot","3PT Field Goal",30,"Cleveland Cavaliers",-19,301,2
"2305","Stephen Curry","Golden State Warriors","1/16/17",2016,3,6,23,"missed shot","Jump Shot","3PT Field Goal",23,"Cleveland Cavaliers",230,11,30
"2306","Stephen Curry","Golden State Warriors","1/16/17",2016,3,0,1,"missed shot","Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",-150,210,36
"2307","Stephen Curry","Golden State Warriors","4/4/17",2016,1,9,55,"missed shot","Jump Shot","3PT Field Goal",26,"Minnesota Timberwolves",119,232,3
"2308","Stephen Curry","Golden State Warriors","1/6/17",2016,4,5,14,"missed shot","Jump Shot","3PT Field Goal",27,"Memphis Grizzlies",166,214,43
"2309","Stephen Curry","Golden State Warriors","1/6/17",2016,1,2,4,"missed shot","Jump Shot","2PT Field Goal",13,"Memphis Grizzlies",73,116,10
"2310","Stephen Curry","Golden State Warriors","1/6/17",2016,3,4,28,"missed shot","Jump Shot","3PT Field Goal",28,"Memphis Grizzlies",166,234,32
"2311","Stephen Curry","Golden State Warriors","1/6/17",2016,1,10,11,"missed shot","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",91,234,2
"2312","Stephen Curry","Golden State Warriors","1/6/17",2016,3,11,0,"missed shot","Jump Shot","2PT Field Goal",16,"Memphis Grizzlies",-38,164,25
"2313","Stephen Curry","Golden State Warriors","1/25/17",2016,1,1,57,"missed shot","Jump Shot","2PT Field Goal",14,"Charlotte Hornets",127,75,11
"2314","Stephen Curry","Golden State Warriors","1/25/17",2016,3,1,7,"missed shot","Jump Shot","3PT Field Goal",31,"Charlotte Hornets",125,287,35
"2315","Stephen Curry","Golden State Warriors","1/25/17",2016,3,11,34,"missed shot","Jump Shot","2PT Field Goal",16,"Charlotte Hornets",74,144,25
"2316","Stephen Curry","Golden State Warriors","1/25/17",2016,4,0,25,"missed shot","Jump Shot","3PT Field Goal",33,"Charlotte Hornets",181,277,48
"2317","Stephen Curry","Golden State Warriors","1/25/17",2016,1,1,4,"missed shot","Jump Shot","3PT Field Goal",31,"Charlotte Hornets",-70,303,11
"2318","Stephen Curry","Golden State Warriors","1/25/17",2016,3,0,0,"missed shot","Jump Shot","3PT Field Goal",67,"Charlotte Hornets",-102,665,36
"2319","Stephen Curry","Golden State Warriors","1/25/17",2016,1,1,32,"made shot","Jump Shot","3PT Field Goal",30,"Charlotte Hornets",145,272,11
"2320","Stephen Curry","Golden State Warriors","1/25/17",2016,3,6,10,"missed shot","Jump Shot","3PT Field Goal",24,"Charlotte Hornets",78,237,30
"2321","Stephen Curry","Golden State Warriors","3/14/17",2016,3,10,46,"missed shot","Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",2,249,26
"2322","Stephen Curry","Golden State Warriors","3/14/17",2016,3,6,28,"missed shot","Jump Shot","2PT Field Goal",2,"Philadelphia 76ers",-10,24,30
"2323","Stephen Curry","Golden State Warriors","3/14/17",2016,4,10,43,"made shot","Jump Shot","3PT Field Goal",26,"Philadelphia 76ers",73,254,38
"2324","Stephen Curry","Golden State Warriors","3/14/17",2016,2,4,2,"missed shot","Jump Shot","2PT Field Goal",21,"Philadelphia 76ers",140,169,20
"2325","Stephen Curry","Golden State Warriors","3/14/17",2016,3,0,1,"missed shot","Jump Shot","3PT Field Goal",23,"Philadelphia 76ers",230,31,36
"2326","Stephen Curry","Golden State Warriors","3/14/17",2016,1,11,49,"missed shot","Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",37,249,1
"2327","Stephen Curry","Golden State Warriors","3/14/17",2016,4,6,17,"missed shot","Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",176,190,42
"2328","Stephen Curry","Golden State Warriors","3/14/17",2016,4,3,42,"made shot","Jump Shot","3PT Field Goal",22,"Philadelphia 76ers",-227,11,45
"2329","Stephen Curry","Golden State Warriors","3/14/17",2016,2,3,15,"missed shot","Jump Shot","3PT Field Goal",32,"Philadelphia 76ers",-179,267,21
"2330","Stephen Curry","Golden State Warriors","3/14/17",2016,2,1,38,"missed shot","Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",-11,257,23
"2331","Stephen Curry","Golden State Warriors","3/14/17",2016,3,8,17,"missed shot","Jump Shot","2PT Field Goal",5,"Philadelphia 76ers",-11,51,28
"2332","Stephen Curry","Golden State Warriors","3/14/17",2016,1,7,51,"missed shot","Jump Shot","3PT Field Goal",26,"Philadelphia 76ers",46,264,5
"2333","Stephen Curry","Golden State Warriors","4/4/17",2016,3,1,39,"missed shot","Jump Shot","3PT Field Goal",22,"Minnesota Timberwolves",-225,16,35
"2334","Stephen Curry","Golden State Warriors","4/4/17",2016,3,4,29,"made shot","Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",-147,214,32
"2335","Stephen Curry","Golden State Warriors","4/4/17",2016,1,0,0,"missed shot","Jump Shot","3PT Field Goal",28,"Minnesota Timberwolves",-178,228,12
"2336","Stephen Curry","Golden State Warriors","4/4/17",2016,2,2,59,"missed shot","Jump Shot","3PT Field Goal",26,"Minnesota Timberwolves",-205,169,22
"2337","Stephen Curry","Golden State Warriors","4/4/17",2016,1,8,25,"missed shot","Jump Shot","3PT Field Goal",23,"Minnesota Timberwolves",-232,61,4
"2338","Stephen Curry","Golden State Warriors","4/4/17",2016,3,4,52,"made shot","Jump Shot","3PT Field Goal",26,"Minnesota Timberwolves",-2,262,32
"2339","Stephen Curry","Golden State Warriors","4/4/17",2016,3,1,12,"missed shot","Jump Shot","2PT Field Goal",7,"Minnesota Timberwolves",-20,75,35
"2340","Stephen Curry","Golden State Warriors","3/28/17",2016,1,10,39,"made shot","Jump Shot","3PT Field Goal",25,"Houston Rockets",233,100,2
"2341","Stephen Curry","Golden State Warriors","11/13/16",2016,3,11,28,"missed shot","Jump Shot","3PT Field Goal",25,"Phoenix Suns",-192,170,25
"2342","Stephen Curry","Golden State Warriors","11/13/16",2016,3,2,53,"made shot","Jump Shot","3PT Field Goal",24,"Phoenix Suns",28,247,34
"2343","Stephen Curry","Golden State Warriors","11/13/16",2016,3,10,42,"missed shot","Jump Shot","2PT Field Goal",15,"Phoenix Suns",53,146,26
"2344","Stephen Curry","Golden State Warriors","11/13/16",2016,2,1,38,"made shot","Jump Shot","3PT Field Goal",26,"Phoenix Suns",-94,249,23
"2345","Stephen Curry","Golden State Warriors","2/13/17",2016,3,11,37,"missed shot","Jump Shot","3PT Field Goal",23,"Denver Nuggets",-233,-24,25
"2346","Stephen Curry","Golden State Warriors","12/11/16",2016,3,5,58,"made shot","Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",0,252,31
"2347","Stephen Curry","Golden State Warriors","10/25/16",2016,3,4,6,"missed shot","Jump Shot","3PT Field Goal",22,"San Antonio Spurs",225,36,32
"2348","Stephen Curry","Golden State Warriors","12/11/16",2016,3,0,2,"missed shot","Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",140,213,36
"2349","Stephen Curry","Golden State Warriors","12/11/16",2016,1,7,51,"missed shot","Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",-166,183,5
"2350","Stephen Curry","Golden State Warriors","12/11/16",2016,3,4,51,"missed shot","Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",138,213,32
"2351","Stephen Curry","Golden State Warriors","12/11/16",2016,1,3,24,"missed shot","Jump Shot","2PT Field Goal",19,"Minnesota Timberwolves",99,169,9
"2352","Stephen Curry","Golden State Warriors","12/11/16",2016,3,6,30,"made shot","Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",-127,214,30
"2353","Stephen Curry","Golden State Warriors","10/25/16",2016,1,2,1,"missed shot","Jump Shot","2PT Field Goal",21,"San Antonio Spurs",163,141,10
"2354","Stephen Curry","Golden State Warriors","10/25/16",2016,3,0,50,"made shot","Jump Shot","2PT Field Goal",22,"San Antonio Spurs",-214,56,36
"2355","Stephen Curry","Golden State Warriors","10/25/16",2016,1,9,2,"missed shot","Jump Shot","3PT Field Goal",28,"San Antonio Spurs",130,257,3
"2356","Stephen Curry","Golden State Warriors","10/25/16",2016,3,8,36,"missed shot","Jump Shot","3PT Field Goal",31,"San Antonio Spurs",-169,262,28
"2357","Stephen Curry","Golden State Warriors","10/25/16",2016,2,6,47,"made shot","Jump Shot","3PT Field Goal",26,"San Antonio Spurs",-9,267,18
"2358","Stephen Curry","Golden State Warriors","10/25/16",2016,2,2,55,"missed shot","Jump Shot","3PT Field Goal",28,"San Antonio Spurs",130,252,22
"2359","Stephen Curry","Golden State Warriors","10/25/16",2016,3,5,8,"missed shot","Jump Shot","3PT Field Goal",29,"San Antonio Spurs",-73,288,31
"2360","Stephen Curry","Golden State Warriors","10/25/16",2016,1,2,23,"missed shot","Jump Shot","3PT Field Goal",27,"San Antonio Spurs",159,229,10
"2361","Stephen Curry","Golden State Warriors","11/21/16",2016,2,4,5,"made shot","Jump Shot","3PT Field Goal",25,"Indiana Pacers",179,178,20
"2362","Stephen Curry","Golden State Warriors","11/21/16",2016,1,9,4,"missed shot","Jump Shot","3PT Field Goal",25,"Indiana Pacers",-115,232,3
"2363","Stephen Curry","Golden State Warriors","12/5/16",2016,2,4,13,"missed shot","Jump Shot","3PT Field Goal",24,"Indiana Pacers",232,65,20
"2364","Stephen Curry","Golden State Warriors","12/5/16",2016,1,0,25,"missed shot","Jump Shot","3PT Field Goal",25,"Indiana Pacers",76,247,12
"2365","Stephen Curry","Golden State Warriors","12/5/16",2016,1,0,1,"missed shot","Jump Shot","3PT Field Goal",55,"Indiana Pacers",-191,516,12
"2366","Stephen Curry","Golden State Warriors","12/5/16",2016,3,8,57,"missed shot","Jump Shot","3PT Field Goal",26,"Indiana Pacers",81,257,28
"2367","Stephen Curry","Golden State Warriors","11/1/16",2016,2,2,43,"missed shot","Jump Shot","3PT Field Goal",27,"Portland Trail Blazers",82,264,22
"2368","Stephen Curry","Golden State Warriors","12/1/16",2016,3,8,1,"missed shot","Jump Shot","3PT Field Goal",28,"Houston Rockets",151,247,28
"2369","Stephen Curry","Golden State Warriors","3/5/17",2016,3,10,56,"made shot","Jump Shot","3PT Field Goal",26,"New York Knicks",163,208,26
"2370","Stephen Curry","Golden State Warriors","3/5/17",2016,3,10,24,"missed shot","Jump Shot","2PT Field Goal",3,"New York Knicks",28,11,26
"2371","Stephen Curry","Golden State Warriors","11/1/16",2016,1,8,37,"missed shot","Jump Shot","3PT Field Goal",27,"Portland Trail Blazers",-99,252,4
"2372","Stephen Curry","Golden State Warriors","3/5/17",2016,1,0,38,"missed shot","Jump Shot","3PT Field Goal",23,"New York Knicks",232,-36,12
"2373","Stephen Curry","Golden State Warriors","11/1/16",2016,1,9,51,"missed shot","Jump Shot","3PT Field Goal",23,"Portland Trail Blazers",-230,3,3
"2374","Stephen Curry","Golden State Warriors","11/1/16",2016,2,0,0,"missed shot","Jump Shot","3PT Field Goal",40,"Portland Trail Blazers",6,404,24
"2375","Stephen Curry","Golden State Warriors","11/1/16",2016,3,0,13,"made shot","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",104,229,36
"2376","Stephen Curry","Golden State Warriors","11/1/16",2016,3,8,50,"made shot","Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",81,232,28
"2377","Stephen Curry","Golden State Warriors","3/5/17",2016,2,4,17,"missed shot","Jump Shot","3PT Field Goal",24,"New York Knicks",240,-19,20
"2378","Stephen Curry","Golden State Warriors","2/25/17",2016,1,9,15,"made shot","Jump Shot","3PT Field Goal",25,"Brooklyn Nets",94,232,3
"2379","Stephen Curry","Golden State Warriors","2/25/17",2016,1,6,36,"made shot","Jump Shot","3PT Field Goal",25,"Brooklyn Nets",-125,219,6
"2380","Stephen Curry","Golden State Warriors","2/25/17",2016,1,5,55,"missed shot","Jump Shot","2PT Field Goal",3,"Brooklyn Nets",4,31,7
"2381","Stephen Curry","Golden State Warriors","2/25/17",2016,1,3,8,"missed shot","Jump Shot","2PT Field Goal",7,"Brooklyn Nets",-14,75,9
"2382","Stephen Curry","Golden State Warriors","2/25/17",2016,3,4,48,"missed shot","Jump Shot","2PT Field Goal",20,"Brooklyn Nets",2,203,32
"2383","Stephen Curry","Golden State Warriors","2/25/17",2016,3,3,2,"missed shot","Jump Shot","3PT Field Goal",24,"Brooklyn Nets",50,242,33
"2384","Stephen Curry","Golden State Warriors","2/25/17",2016,2,5,36,"missed shot","Jump Shot","2PT Field Goal",3,"Brooklyn Nets",-6,36,19
"2385","Stephen Curry","Golden State Warriors","2/25/17",2016,2,0,0,"made shot","Jump Shot","3PT Field Goal",25,"Brooklyn Nets",-160,203,24
"2386","Stephen Curry","Golden State Warriors","2/25/17",2016,4,3,47,"missed shot","Jump Shot","3PT Field Goal",25,"Brooklyn Nets",137,219,45
"2387","Stephen Curry","Golden State Warriors","2/25/17",2016,1,2,53,"missed shot","Jump Shot","3PT Field Goal",26,"Brooklyn Nets",146,223,10
"2388","Stephen Curry","Golden State Warriors","2/25/17",2016,1,1,41,"made shot","Jump Shot","2PT Field Goal",18,"Brooklyn Nets",-71,170,11
"2389","Stephen Curry","Golden State Warriors","3/5/17",2016,2,0,0,"missed shot","Jump Shot","3PT Field Goal",61,"New York Knicks",-155,594,24
"2390","Stephen Curry","Golden State Warriors","12/30/16",2016,1,9,50,"made shot","Jump Shot","3PT Field Goal",23,"Dallas Mavericks",225,65,3
"2391","Stephen Curry","Golden State Warriors","12/30/16",2016,1,7,58,"missed shot","Jump Shot","3PT Field Goal",29,"Dallas Mavericks",-181,237,5
"2392","Stephen Curry","Golden State Warriors","12/30/16",2016,1,4,2,"made shot","Jump Shot","3PT Field Goal",26,"Dallas Mavericks",151,218,8
"2393","Stephen Curry","Golden State Warriors","12/30/16",2016,3,1,47,"missed shot","Jump Shot","3PT Field Goal",25,"Dallas Mavericks",69,248,35
"2394","Stephen Curry","Golden State Warriors","12/30/16",2016,1,0,43,"made shot","Jump Shot","2PT Field Goal",21,"Dallas Mavericks",-214,33,12
"2395","Stephen Curry","Golden State Warriors","3/5/17",2016,1,6,27,"missed shot","Jump Shot","3PT Field Goal",24,"New York Knicks",-240,-36,6
"2396","Stephen Curry","Golden State Warriors","12/1/16",2016,3,1,47,"missed shot","Jump Shot","3PT Field Goal",23,"Houston Rockets",232,57,35
"2397","Stephen Curry","Golden State Warriors","12/1/16",2016,3,6,15,"missed shot","Jump Shot","3PT Field Goal",25,"Houston Rockets",-115,228,30
"2398","Stephen Curry","Golden State Warriors","12/1/16",2016,1,7,12,"missed shot","Jump Shot","3PT Field Goal",25,"Houston Rockets",-66,249,5
"2399","Stephen Curry","Golden State Warriors","12/1/16",2016,4,2,46,"missed shot","Jump Shot","3PT Field Goal",23,"Houston Rockets",230,16,46
"2400","Stephen Curry","Golden State Warriors","12/1/16",2016,4,1,10,"missed shot","Jump Shot","3PT Field Goal",26,"Houston Rockets",89,252,47
"2401","Stephen Curry","Golden State Warriors","12/1/16",2016,3,10,29,"missed shot","Jump Shot","2PT Field Goal",12,"Houston Rockets",-9,121,26
"2402","Stephen Curry","Golden State Warriors","12/1/16",2016,3,4,4,"made shot","Jump Shot","3PT Field Goal",27,"Houston Rockets",-84,262,32
"2403","Stephen Curry","Golden State Warriors","2/13/17",2016,2,5,42,"missed shot","Jump Shot","2PT Field Goal",8,"Denver Nuggets",51,70,19
"2404","Stephen Curry","Golden State Warriors","2/13/17",2016,1,7,54,"missed shot","Jump Shot","3PT Field Goal",24,"Denver Nuggets",204,144,5
"2405","Stephen Curry","Golden State Warriors","2/13/17",2016,2,2,9,"missed shot","Jump Shot","3PT Field Goal",25,"Denver Nuggets",-191,164,22
"2406","Stephen Curry","Golden State Warriors","2/13/17",2016,1,0,5,"missed shot","Jump Shot","3PT Field Goal",24,"Denver Nuggets",225,87,12
"2407","Stephen Curry","Golden State Warriors","2/13/17",2016,1,10,48,"missed shot","Jump Shot","3PT Field Goal",24,"Denver Nuggets",204,139,2
"2408","Stephen Curry","Golden State Warriors","2/13/17",2016,3,8,25,"missed shot","Jump Shot","3PT Field Goal",24,"Denver Nuggets",-6,242,28
"2409","Stephen Curry","Golden State Warriors","2/13/17",2016,2,1,43,"missed shot","Jump Shot","3PT Field Goal",26,"Denver Nuggets",-179,193,23
"2410","Stephen Curry","Golden State Warriors","2/13/17",2016,3,9,44,"missed shot","Jump Shot","3PT Field Goal",24,"Denver Nuggets",-114,219,27
"2411","Stephen Curry","Golden State Warriors","2/13/17",2016,2,0,1,"missed shot","Jump Shot","3PT Field Goal",25,"Denver Nuggets",-168,190,24
"2412","Stephen Curry","Golden State Warriors","2/1/17",2016,1,10,22,"made shot","Jump Shot","3PT Field Goal",25,"Charlotte Hornets",-204,154,2
"2413","Stephen Curry","Golden State Warriors","2/1/17",2016,1,11,38,"made shot","Jump Shot","3PT Field Goal",26,"Charlotte Hornets",-196,183,1
"2414","Stephen Curry","Golden State Warriors","2/1/17",2016,1,1,4,"missed shot","Jump Shot","3PT Field Goal",26,"Charlotte Hornets",112,237,11
"2415","Stephen Curry","Golden State Warriors","2/1/17",2016,1,6,47,"made shot","Jump Shot","3PT Field Goal",25,"Charlotte Hornets",-210,151,6
"2416","Stephen Curry","Golden State Warriors","2/1/17",2016,1,3,25,"missed shot","Jump Shot","3PT Field Goal",27,"Charlotte Hornets",127,244,9
"2417","Stephen Curry","Golden State Warriors","2/1/17",2016,3,8,36,"missed shot","Jump Shot","3PT Field Goal",26,"Charlotte Hornets",138,228,28
"2418","Stephen Curry","Golden State Warriors","2/1/17",2016,3,4,58,"missed shot","Jump Shot","3PT Field Goal",24,"Charlotte Hornets",204,144,32
"2419","Stephen Curry","Golden State Warriors","2/1/17",2016,3,9,8,"missed shot","Jump Shot","2PT Field Goal",20,"Charlotte Hornets",-204,-5,27
"2420","Stephen Curry","Golden State Warriors","2/1/17",2016,1,1,27,"made shot","Jump Shot","3PT Field Goal",25,"Charlotte Hornets",-196,169,11
"2421","Stephen Curry","Golden State Warriors","3/5/17",2016,1,5,23,"made shot","Jump Shot","2PT Field Goal",15,"New York Knicks",-127,90,7
"2422","Stephen Curry","Golden State Warriors","12/13/16",2016,4,0,47,"missed shot","Jump Shot","2PT Field Goal",20,"New Orleans Pelicans",-178,105,48
"2423","Stephen Curry","Golden State Warriors","12/13/16",2016,3,6,19,"made shot","Jump Shot","2PT Field Goal",22,"New Orleans Pelicans",146,169,30
"2424","Stephen Curry","Golden State Warriors","1/18/17",2016,1,3,48,"missed shot","Jump Shot","3PT Field Goal",26,"Oklahoma City Thunder",-138,232,9
"2425","Stephen Curry","Golden State Warriors","1/18/17",2016,2,0,0,"missed shot","Jump Shot","3PT Field Goal",52,"Oklahoma City Thunder",-19,522,24
"2426","Stephen Curry","Golden State Warriors","1/18/17",2016,1,8,28,"made shot","Jump Shot","3PT Field Goal",29,"Oklahoma City Thunder",-6,291,4
"2427","Stephen Curry","Golden State Warriors","1/18/17",2016,4,4,48,"missed shot","Jump Shot","3PT Field Goal",26,"Oklahoma City Thunder",-14,269,44
"2428","Stephen Curry","Golden State Warriors","1/18/17",2016,2,0,39,"missed shot","Jump Shot","3PT Field Goal",28,"Oklahoma City Thunder",-43,283,24
"2429","Stephen Curry","Golden State Warriors","1/18/17",2016,1,2,41,"missed shot","Jump Shot","2PT Field Goal",22,"Oklahoma City Thunder",-117,193,10
"2430","Stephen Curry","Golden State Warriors","1/18/17",2016,3,5,45,"made shot","Jump Shot","3PT Field Goal",27,"Oklahoma City Thunder",15,277,31
"2431","Stephen Curry","Golden State Warriors","1/18/17",2016,1,9,32,"missed shot","Jump Shot","2PT Field Goal",7,"Oklahoma City Thunder",-14,77,3
"2432","Stephen Curry","Golden State Warriors","12/13/16",2016,3,2,55,"missed shot","Jump Shot","2PT Field Goal",14,"New Orleans Pelicans",148,16,34
"2433","Stephen Curry","Golden State Warriors","3/5/17",2016,2,5,48,"made shot","Jump Shot","3PT Field Goal",23,"New York Knicks",-88,222,19
"2434","Stephen Curry","Golden State Warriors","11/16/16",2016,4,1,38,"missed shot","Jump Shot","3PT Field Goal",26,"Toronto Raptors",232,121,47
"2435","Stephen Curry","Golden State Warriors","3/28/17",2016,2,2,37,"missed shot","Jump Shot","3PT Field Goal",24,"Houston Rockets",-237,41,22
"2436","Stephen Curry","Golden State Warriors","11/9/16",2016,2,9,39,"missed shot","Jump Shot","3PT Field Goal",23,"Dallas Mavericks",-233,2,15
"2437","Stephen Curry","Golden State Warriors","12/23/16",2016,2,2,55,"made shot","Jump Shot","3PT Field Goal",26,"Detroit Pistons",-227,129,22
"2438","Stephen Curry","Golden State Warriors","12/23/16",2016,2,4,14,"missed shot","Jump Shot","3PT Field Goal",24,"Detroit Pistons",-192,159,20
"2439","Stephen Curry","Golden State Warriors","12/23/16",2016,4,3,14,"made shot","Jump Shot","3PT Field Goal",26,"Detroit Pistons",-132,228,45
"2440","Stephen Curry","Golden State Warriors","12/23/16",2016,4,2,34,"missed shot","Jump Shot","2PT Field Goal",17,"Detroit Pistons",156,75,46
"2441","Stephen Curry","Golden State Warriors","12/23/16",2016,3,1,21,"missed shot","Jump Shot","2PT Field Goal",17,"Detroit Pistons",141,101,35
"2442","Stephen Curry","Golden State Warriors","12/23/16",2016,1,0,59,"made shot","Jump Shot","3PT Field Goal",23,"Detroit Pistons",-237,8,12
"2443","Stephen Curry","Golden State Warriors","12/23/16",2016,1,7,44,"made shot","Jump Shot","2PT Field Goal",16,"Detroit Pistons",27,165,5
"2444","Stephen Curry","Golden State Warriors","12/23/16",2016,3,7,25,"made shot","Jump Shot","3PT Field Goal",24,"Detroit Pistons",236,80,29
"2445","Stephen Curry","Golden State Warriors","12/23/16",2016,3,2,27,"made shot","Jump Shot","3PT Field Goal",26,"Detroit Pistons",225,139,34
"2446","Stephen Curry","Golden State Warriors","12/23/16",2016,2,0,31,"missed shot","Jump Shot","3PT Field Goal",25,"Detroit Pistons",-132,223,24
"2447","Stephen Curry","Golden State Warriors","12/23/16",2016,3,8,47,"missed shot","Jump Shot","3PT Field Goal",25,"Detroit Pistons",220,129,28
"2448","Stephen Curry","Golden State Warriors","12/23/16",2016,3,10,50,"missed shot","Jump Shot","2PT Field Goal",10,"Detroit Pistons",-7,100,26
"2449","Stephen Curry","Golden State Warriors","12/23/16",2016,3,3,34,"missed shot","Jump Shot","3PT Field Goal",25,"Detroit Pistons",213,141,33
"2450","Stephen Curry","Golden State Warriors","11/9/16",2016,3,10,39,"missed shot","Jump Shot","3PT Field Goal",23,"Dallas Mavericks",-237,2,26
"2451","Stephen Curry","Golden State Warriors","11/9/16",2016,1,10,38,"missed shot","Jump Shot","3PT Field Goal",28,"Dallas Mavericks",-207,195,2
"2452","Stephen Curry","Golden State Warriors","11/9/16",2016,3,4,38,"made shot","Jump Shot","3PT Field Goal",26,"Dallas Mavericks",-14,267,32
"2453","Stephen Curry","Golden State Warriors","12/25/16",2016,4,1,14,"made shot","Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",-228,116,47
"2454","Stephen Curry","Golden State Warriors","12/13/16",2016,1,2,4,"missed shot","Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",194,183,10
"2455","Stephen Curry","Golden State Warriors","12/13/16",2016,1,4,51,"made shot","Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",-163,203,8
"2456","Stephen Curry","Golden State Warriors","12/13/16",2016,3,9,40,"made shot","Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",-209,165,27
